,game_id,player_id,team_id,time_on_ice,pim,even_strength_shots_against,saves_shots_against,power_play_shots_against,goals_against
51,2021010010,8481668,23,40:00,,0/0,24/27,0/0,3
52,2021010011,8482484,54,,,0/0,0/0,0/0,0
53,2021010011,8480313,54,59:51,,22/24,24/28,2/4,4
54,2021010011,8482729,28,,,0/0,0/0,0/0,0
55,2021010011,8478499,28,59:46,,15/16,21/23,5/6,2
56,2021010012,8474596,8,29:46,,13/13,15/15,0/0,0
57,2021010012,8474690,8,30:14,,18/19,20/22,0/0,2
58,2021010012,8475852,10,28:48,,4/4,7/8,3/4,1
59,2021010012,8475789,10,29:46,,5/6,9/12,3/5,3
60,2021010013,8481758,5,27:11,,7/8,12/13,5/5,1
61,2021010013,8477465,5,31:34,,5/6,8/9,3/3,1
62,2021010013,8475234,29,31:55,,13/13,20/20,7/7,0
63,2021010013,8482982,29,28:05,,8/8,8/8,0/0,0
64,2021010014,8480981,19,41:43,,8/8,11/11,3/3,0
65,2021010014,8476412,19,20:00,,6/7,12/13,6/6,1
66,2021010014,8479979,25,21:43,,11/12,12/13,1/1,1
67,2021010014,8474651,25,40:00,,12/12,15/16,3/4,1
68,2021010015,8480373,53,40:00,,12/13,18/19,5/5,1
69,2021010015,8483099,53,20:00,,16/16,17/17,0/0,0
70,2021010015,8480191,26,23:35,,4/5,8/9,4/4,1
71,2021010015,8477361,26,34:40,,8/9,14/15,6/6,1
72,2021010016,8480022,23,60:00,,0/0,26/28,0/0,2
73,2021010016,8479530,20,30:03,,0/0,12/15,0/0,3
74,2021010016,8478435,20,29:57,,0/0,14/15,0/0,1
75,2021010017,8478048,3,30:21,,6/7,11/12,4/4,1
76,2021010017,8479596,3,29:15,,13/14,15/16,2/2,1
77,2021010017,8476999,6,30:21,,10/12,11/13,1/1,2
78,2021010017,8480356,6,28:16,,6/7,7/8,1/1,1
79,2021010018,8481035,4,20:22,,8/9,9/11,1/2,2
80,2021010018,8479394,4,40:00,,11/12,17/18,4/4,1
81,2021010018,8471239,2,30:24,,6/7,10/11,4/4,1
82,2021010018,8478965,2,29:45,,10/11,15/16,4/4,1
83,2021010019,8482982,29,25:00,,10/13,11/14,1/1,3
84,2021010019,8478007,29,38:27,,13/14,14/15,1/1,1
85,2021010019,8474682,7,33:56,,14/15,16/17,1/1,1
86,2021010019,8477180,7,29:56,,8/10,12/15,4/5,3
87,2021010020,8475883,12,60:00,,33/34,36/37,3/3,1
88,2021010020,8479312,12,,,0/0,0/0,0/0,0
89,2021010020,8476509,14,58:17,,27/28,29/32,1/3,3
90,2021010020,8482501,14,,,0/0,0/0,0/0,0
91,2021010021,8475156,22,29:52,,14/14,16/16,1/1,0
92,2021010021,8469608,22,30:07,,14/14,18/18,4/4,0
93,2021010021,8478916,55,20:00,,7/8,9/10,2/2,1
94,2021010021,8476904,55,39:58,,12/15,18/23,3/5,5
95,2021010022,8480238,54,,,0/0,0/0,0/0,0
96,2021010022,8476316,54,60:00,,11/14,19/22,8/8,3
97,2021010022,8477992,21,28:16,,8/9,11/13,1/2,2
98,2021010022,8480925,21,30:03,,12/13,14/16,2/3,2
99,2021010023,8482246,28,19:14,,8/8,11/12,3/4,1
100,2021010023,8473503,28,40:00,,13/16,18/21,3/3,3
101,2021010023,8471734,26,31:55,,15/16,22/23,7/7,1
102,2021010023,8476343,26,28:05,,9/11,13/15,2/2,2
103,2021010024,8478492,15,19:02,,6/7,6/8,0/1,2
104,2021010024,8477457,15,39:56,,9/12,12/15,2/2,3
105,2021010024,8473541,1,40:00,,12/13,13/17,0/2,4
106,2021010024,8482076,1,20:00,,10/10,10/10,0/0,0
107,2021010025,8475234,29,19:55,,10/10,11/12,1/2,1
108,2021010025,8480193,29,39:52,,22/23,25/26,0/0,1
109,2021010025,8480981,19,29:55,,15/18,16/19,1/1,3
110,2021010025,8479292,19,29:33,,12/12,13/14,1/2,1
111,2021010026,8479406,9,40:00,,16/17,22/25,3/5,3
112,2021010026,8481544,9,20:00,,4/4,6/7,2/3,1
113,2021010026,8474636,10,,,0/0,0/0,0/0,0
114,2021010026,8475852,10,60:00,,13/13,19/19,4/4,0
115,2021010027,8479979,25,65:00,,23/25,25/28,2/3,3
116,2021010027,8474651,25,,,0/0,0/0,0/0,0
117,2021010027,8476444,13,63:23,,32/34,35/38,3/4,3
118,2021010027,8478470,13,,,0/0,0/0,0/0,0
119,2021010028,8479574,52,,,0/0,0/0,0/0,0
120,2021010028,8476945,52,59:27,,16/17,17/18,1/1,1
121,2021010028,8481709,22,32:14,,14/17,16/19,2/2,3
122,2021010028,8479973,22,27:22,,7/9,7/9,0/0,2
123,2021010029,8480947,16,65:00,,25/28,30/33,4/4,3
124,2021010029,8482821,16,,,0/0,0/0,0/0,0
125,2021010029,8471306,17,30:14,,6/9,12/15,6/6,3
126,2021010029,8475717,17,34:35,,20/20,24/24,4/4,0
127,2021010030,8479530,20,,,0/0,0/0,0/0,0
128,2021010030,8478435,20,64:32,,18/21,18/21,0/0,3
129,2021010030,8475831,55,40:00,,6/8,9/11,3/3,2
130,2021010030,8478916,55,25:00,,8/9,10/11,2/2,1
131,2021010031,8480843,24,55:40,,13/16,21/25,4/5,4
132,2021010031,8476932,24,,,0/0,0/0,0/0,0
133,2021010031,8481031,53,40:00,,12/13,15/16,2/2,1
134,2021010031,8478872,53,20:00,,4/4,14/14,9/9,0
135,2021010032,8470880,14,29:28,,10/13,11/14,1/1,3
136,2021010032,8482501,14,30:32,,14/17,14/17,0/0,3
137,2021010032,8479496,18,29:28,,6/6,6/7,0/1,1
138,2021010032,8478971,18,30:32,,13/14,16/17,3/3,1
139,2021010033,8480280,6,60:00,,13/13,16/18,2/4,2
140,2021010033,8477234,6,,,0/0,0/0,0/0,0
141,2021010033,8478433,4,29:14,,8/9,12/13,3/3,1
142,2021010033,8474889,4,30:42,,6/7,8/11,2/4,3
143,2021010034,8480997,17,28:08,,12/12,13/13,1/1,0
144,2021010034,8477968,17,31:52,,14/15,17/19,3/4,2
145,2021010034,8480045,7,59:43,,16/21,26/31,10/10,5
146,2021010034,8481443,7,,,0/0,0/0,0/0,0
147,2021010035,8475311,21,31:09,,8/9,12/15,2/4,3
148,2021010035,8481020,21,28:51,,13/14,19/20,6/6,1
149,2021010035,8475660,30,30:53,,16/18,22/24,4/4,2
150,2021010035,8477202,30,27:47,,4/6,5/8,0/0,3
151,2021010036,8476343,26,60:00,,0/0,18/19,0/0,1
152,2021010036,8480263,54,20:00,,0/0,3/4,0/0,1
153,2021010036,8475215,54,39:32,,0/0,18/20,0/0,2
154,2021010037,8476434,24,30:07,,13/15,14/16,0/0,2
155,2021010037,8476932,24,29:09,,13/13,15/16,1/2,1
156,2021010037,8482246,28,,,0/0,0/0,0/0,0
157,2021010037,8473503,28,60:00,,22/22,24/25,2/2,1
158,2021010038,8474682,7,18:06,,6/6,6/6,0/0,0
159,2021010038,8467950,7,40:00,,14/16,18/20,4/4,2
160,2021010038,8479193,5,30:30,,8/8,11/11,2/2,0
161,2021010038,8475839,5,29:30,,20/20,20/21,0/1,1
162,2021010039,8473541,1,60:00,,19/19,24/25,3/4,1
163,2021010039,8482076,1,,,0/0,0/0,0/0,0
164,2021010039,8478048,3,31:21,,14/17,16/20,2/3,4
165,2021010039,8478903,3,28:39,,10/12,11/14,1/2,3
166,2021010040,8476444,13,20:00,,12/14,14/16,2/2,2
167,2021010040,8475683,13,40:00,,11/11,11/12,0/1,1
168,2021010040,8479589,25,,,0/0,0/0,0/0,0
169,2021010040,8471418,25,58:16,,25/30,30/35,3/3,5
170,2021010041,8476509,14,,,0/0,0/0,0/0,0
171,2021010041,8481597,14,59:48,,29/34,39/44,8/8,5
172,2021010041,8477293,12,58:38,,15/20,18/25,2/3,7
173,2021010041,8480199,12,,,0/0,0/0,0/0,0
174,2021010042,8476899,9,59:07,,22/23,25/27,3/4,2
175,2021010042,8481544,9,00:53,,0/0,0/0,0/0,0
176,2021010042,8474596,8,39:59,,17/22,23/29,6/7,6
177,2021010042,8474690,8,19:38,,3/4,4/5,0/0,1
178,2021010043,8470594,16,33:01,,11/12,15/17,4/4,2
179,2021010043,8480420,16,26:38,,16/18,19/22,3/4,3
180,2021010043,8481551,19,20:00,,6/7,6/7,0/0,1
181,2021010043,8476412,19,39:54,,15/16,18/20,2/3,2
182,2021010044,8474593,20,40:00,,13/14,14/15,1/1,1
183,2021010044,8481692,20,20:00,,4/4,7/7,3/3,0
184,2021010044,8477967,23,58:42,,22/25,27/30,5/5,3
185,2021010044,8480022,23,,,0/0,0/0,0/0,0
186,2021010045,8480313,54,,,0/0,0/0,0/0,0
187,2021010045,8476316,54,60:00,,31/31,38/38,7/7,0
188,2021010045,8477361,26,60:00,,19/22,24/28,3/4,4
189,2021010045,8476343,26,,,0/0,0/0,0/0,0
190,2021010046,8475831,55,39:53,,0/0,16/17,0/0,1
191,2021010046,8478916,55,22:11,,0/0,9/9,0/0,0
192,2021010046,8479973,22,63:02,,0/0,39/41,0/0,2
193,2021010047,8475622,53,39:59,,10/11,14/16,2/3,2
194,2021010047,8478872,53,19:37,,10/10,10/11,0/1,1
195,2021010047,8480843,24,,,0/0,0/0,0/0,0
196,2021010047,8476932,24,58:22,,24/28,27/31,3/3,4
197,2021010048,8480051,8,60:00,,10/11,19/20,7/7,1
198,2021010048,8478933,8,,,0/0,0/0,0/0,0
199,2021010048,8476341,9,39:57,,11/11,17/18,5/6,1
200,2021010048,8479406,9,18:59,,4/5,4/5,0/0,1
201,2021010049,8478433,4,,,0/0,0/0,0/0,0
202,2021010049,8474889,4,59:53,,20/20,21/22,1/2,1
203,2021010049,8477831,15,,,0/0,0/0,0/0,0
204,2021010049,8478492,15,58:01,,23/25,28/31,4/5,3
205,2021010050,8475156,22,59:50,,31/34,31/34,0/0,3
206,2021010050,8479973,22,,,0/0,0/0,0/0,0
207,2021010050,8477480,52,58:51,,20/23,23/27,3/4,4
208,2021010050,8479574,52,,,0/0,0/0,0/0,0
209,2021010051,8476999,6,61:38,,12/14,15/19,0/1,4
210,2021010051,8480356,6,,,0/0,0/0,0/0,0
211,2021010051,8480382,3,40:00,,17/18,22/25,5/6,3
212,2021010051,8479596,3,21:38,,11/11,11/11,0/0,0
213,2021010052,8471306,17,31:34,,8/8,8/8,0/0,0
214,2021010052,8475717,17,28:02,,5/6,11/12,5/5,1
215,2021010052,8482982,29,,,0/0,0/0,0/0,0
216,2021010052,8478007,29,59:38,,17/19,18/23,1/4,5
217,2021010053,8478009,2,40:00,,0/0,11/11,0/0,0
218,2021010053,8471239,2,23:15,,0/0,5/7,0/0,2
219,2021010053,8478406,1,20:00,,0/0,15/16,0/0,1
220,2021010053,8475809,1,43:36,,0/0,22/22,0/0,0
221,2021010054,8479496,18,,,0/0,0/0,0/0,0
222,2021010054,8477424,18,60:00,,9/10,16/17,7/7,1
223,2021010054,8470880,14,59:49,,14/18,21/27,4/6,6
224,2021010054,8482501,14,,,0/0,0/0,0/0,0
225,2021010055,8480981,19,20:00,,0/0,4/5,0/0,1
226,2021010055,8478024,19,40:00,,0/0,13/17,0/0,4
227,2021010055,8476876,16,60:00,,0/0,31/32,0/0,1
228,2021010056,8476904,55,60:00,,0/0,9/13,0/0,4
229,2021010056,8478435,20,60:00,,0/0,21/22,0/0,1
230,2021010057,8477465,5,59:55,,21/21,25/26,2/3,1
231,2021010057,8475839,5,,,0/0,0/0,0/0,0
232,2021010057,8480997,17,24:45,,7/8,8/9,1/1,1
233,2021010057,8477968,17,35:15,,16/19,19/23,2/3,4
234,2021010058,8470860,23,40:00,,8/9,9/10,1/1,1
235,2021010058,8480022,23,20:00,,6/7,7/8,0/0,1
236,2021010058,8477480,52,,,0/0,0/0,0/0,0
237,2021010058,8479574,52,58:07,,18/21,30/33,12/12,3
238,2021010059,8481035,4,,,0/0,0/0,0/0,0
239,2021010059,8479394,4,59:49,,21/21,24/25,3/4,1
240,2021010059,8480280,6,60:50,,23/24,34/36,11/12,2
241,2021010059,8477234,6,,,0/0,0/0,0/0,0
242,2021010060,8480045,7,58:05,,24/27,25/30,1/3,5
243,2021010060,8477180,7,,,0/0,0/0,0/0,0
244,2021010060,8480193,29,20:00,,8/10,8/10,0/0,2
245,2021010060,8476914,29,39:57,,17/18,17/18,0/0,1
246,2021010061,8478406,1,39:47,,14/14,15/16,1/2,1
247,2021010061,8475809,1,20:00,,5/5,5/5,0/0,0
248,2021010061,8477970,15,57:22,,19/20,22/25,2/4,3
249,2021010061,8477457,15,,,0/0,0/0,0/0,0
250,2021010062,8476899,9,58:31,,16/17,24/26,5/6,2
251,2021010062,8476341,9,,,0/0,0/0,0/0,0
252,2021010062,8475789,10,60:00,,21/22,26/27,5/5,1
253,2021010062,8478902,10,,,0/0,0/0,0/0,0
254,2021010063,8471306,17,57:52,,25/29,28/33,3/4,5
255,2021010063,8475717,17,,,0/0,0/0,0/0,0
256,2021010063,8470594,16,59:56,,26/26,36/40,10/14,4
257,2021010063,8482821,16,,,0/0,0/0,0/0,0
258,2021010064,8478039,30,60:00,,11/12,15/16,3/3,1
259,2021010064,8477202,30,,,0/0,0/0,0/0,0
260,2021010064,8475311,21,57:17,,26/29,29/32,3/3,3
261,2021010064,8481020,21,,,0/0,0/0,0/0,0
262,2021010065,8475156,22,59:56,,23/26,26/29,3/3,3
263,2021010065,8479973,22,,,0/0,0/0,0/0,0
264,2021010065,8474593,20,58:58,,27/29,31/35,4/6,4
265,2021010065,8478435,20,,,0/0,0/0,0/0,0
266,2021010066,8482246,28,,,0/0,0/0,0/0,0
267,2021010066,8473503,28,65:00,,20/21,23/25,3/4,2
268,2021010066,8480843,24,,,0/0,0/0,0/0,0
269,2021010066,8476434,24,65:00,,30/31,42/44,12/13,2
270,2021010067,8475852,10,59:50,,14/15,20/22,5/6,2
271,2021010067,8478902,10,,,0/0,0/0,0/0,0
272,2021010067,8480051,8,,,0/0,0/0,0/0,0
273,2021010067,8478470,8,60:00,,29/33,38/44,8/10,6
274,2021010068,8479193,5,64:25,,21/24,23/27,1/2,4
275,2021010068,8475839,5,,,0/0,0/0,0/0,0
276,2021010068,8474682,7,30:15,,14/15,17/18,3/3,1
277,2021010068,8477180,7,34:45,,19/22,19/22,0/0,3
278,2021010069,8477293,12,62:49,,29/31,31/34,0/1,3
279,2021010069,8479312,12,,,0/0,0/0,0/0,0
280,2021010069,8478971,18,,,0/0,0/0,0/0,0
281,2021010069,8477424,18,62:49,,39/41,40/42,1/1,2
282,2021010070,8471239,2,59:45,,0/0,24/24,0/0,0
283,2021010070,8474889,4,60:00,,0/0,27/30,0/0,3
284,2021010071,8476883,14,58:32,,0/0,25/28,0/0,3
285,2021010071,8481519,13,60:00,,0/0,28/30,0/0,2
286,2021010072,8471418,25,,,0/0,0/0,0/0,0
287,2021010072,8474651,25,60:00,,22/23,27/28,5/5,1
288,2021010072,8479292,19,,,0/0,0/0,0/0,0
289,2021010072,8476412,19,58:22,,17/19,26/28,8/8,2
290,2021010073,8477992,21,29:16,,11/14,13/17,2/3,4
291,2021010073,8480925,21,29:49,,13/15,18/20,5/5,2
292,2021010073,8480313,54,60:00,,30/31,34/38,1/4,4
293,2021010073,8476316,54,,,0/0,0/0,0/0,0
294,2021010074,8477967,23,59:50,,10/12,21/25,11/13,4
295,2021010074,8480022,23,,,0/0,0/0,0/0,0
296,2021010074,8475831,55,59:25,,23/23,38/38,12/12,0
297,2021010074,8476904,55,,,0/0,0/0,0/0,0
298,2021010075,8471734,26,57:54,,14/16,16/19,2/3,3
299,2021010075,8477361,26,,,0/0,0/0,0/0,0
300,2021010075,8475622,53,60:00,,32/32,38/39,5/6,1
301,2021010075,8478872,53,,,0/0,0/0,0/0,0
302,2021010076,8477234,6,,,0/0,0/0,0/0,0
303,2021010076,8476999,6,61:33,,21/24,26/30,5/6,4
304,2021010076,8477970,15,61:37,,27/30,33/36,4/4,3
305,2021010076,8477457,15,,,0/0,0/0,0/0,0
306,2021010077,8478048,3,60:00,,26/28,32/34,4/4,2
307,2021010077,8480382,3,,,0/0,0/0,0/0,0
308,2021010077,8473541,1,60:00,,24/29,26/32,2/3,6
309,2021010077,8482076,1,,,0/0,0/0,0/0,0
310,2021010078,8480193,29,,,0/0,0/0,0/0,0
311,2021010078,8478007,29,59:33,,18/20,20/22,2/2,2
312,2021010078,8480997,17,,,0/0,0/0,0/0,0
313,2021010078,8477968,17,60:00,,26/27,33/37,6/9,4
314,2021010079,8477480,52,,,0/0,0/0,0/0,0
315,2021010079,8476945,52,60:00,,13/14,16/18,2/3,2
316,2021010079,8474593,20,,,0/0,0/0,0/0,0
317,2021010079,8478435,20,59:04,,31/33,37/40,6/7,3
318,2021010080,8478039,30,60:59,,12/15,17/20,4/4,3
319,2021010080,8477202,30,,,0/0,0/0,0/0,0
320,2021010080,8478024,19,62:19,,24/27,31/35,6/7,4
321,2021010080,8481551,19,,,0/0,0/0,0/0,0
322,2021010081,8480843,24,,,0/0,0/0,0/0,0
323,2021010081,8476932,24,59:29,,20/23,23/28,3/5,5
324,2021010081,8471734,26,,,0/0,0/0,0/0,0
325,2021010081,8477361,26,60:00,,33/36,39/42,6/6,3
326,2021010082,8480051,8,,,0/0,0/0,0/0,0
327,2021010082,8474596,8,64:35,,17/19,28/32,10/12,4
328,2021010082,8476341,9,64:49,,14/17,18/22,2/3,4
329,2021010082,8479406,9,,,0/0,0/0,0/0,0
330,2021010084,8470880,14,59:56,,19/21,21/23,2/2,2
331,2021010084,8482501,14,,,0/0,0/0,0/0,0
332,2021010084,8481519,13,40:00,,16/19,17/20,0/0,3
333,2021010084,8476444,13,20:00,,3/4,3/6,0/2,3
334,2021010085,8471306,17,60:00,,21/22,22/24,1/2,2
335,2021010085,8475717,17,,,0/0,0/0,0/0,0
336,2021010085,8479193,5,59:36,,24/27,33/36,7/7,3
337,2021010085,8475839,5,,,0/0,0/0,0/0,0
338,2021010086,8475660,30,62:34,,25/26,27/29,2/3,2
339,2021010086,8478039,30,,,0/0,0/0,0/0,0
340,2021010086,8476876,16,,,0/0,0/0,0/0,0
341,2021010086,8480947,16,62:34,,25/27,28/31,3/4,3
342,2021010087,8471418,25,59:46,,17/18,26/27,9/9,1
343,2021010087,8474651,25,,,0/0,0/0,0/0,0
344,2021010087,8477992,21,,,0/0,0/0,0/0,0
345,2021010087,8475311,21,59:07,,13/16,26/29,13/13,3
346,2021010088,8469608,22,59:55,,22/22,37/39,14/16,2
347,2021010088,8479973,22,,,0/0,0/0,0/0,0
348,2021010088,8477967,23,,,0/0,0/0,0/0,0
349,2021010088,8470860,23,57:15,,22/23,39/42,16/18,3
350,2021010089,8476316,54,,,0/0,0/0,0/0,0
351,2021010089,8475215,54,60:00,,22/24,26/29,4/5,3
352,2021010089,8475622,53,,,0/0,0/0,0/0,0
353,2021010089,8478872,53,60:00,,18/18,25/26,6/7,1
354,2021010090,8478492,15,60:00,,20/23,22/25,2/2,3
355,2021010090,8477457,15,,,0/0,0/0,0/0,0
356,2021010090,8478433,4,,,0/0,0/0,0/0,0
357,2021010090,8474889,4,59:04,,27/30,28/32,0/1,4
358,2021010091,8481551,19,,,0/0,0/0,0/0,0
359,2021010091,8476412,19,60:00,,10/13,17/20,7/7,3
360,2021010091,8480193,29,,,0/0,0/0,0/0,0
361,2021010091,8476914,29,60:00,,22/28,22/29,0/1,7
362,2021010092,8474593,20,60:00,,19/20,22/23,3/3,1
363,2021010092,8478435,20,,,0/0,0/0,0/0,0
364,2021010092,8477480,52,,,0/0,0/0,0/0,0
365,2021010092,8476945,52,59:32,,16/17,20/23,3/5,3
366,2021010093,8474682,7,,,0/0,0/0,0/0,0
367,2021010093,8467950,7,60:00,,17/18,18/19,1/1,1
368,2021010093,8471306,17,,,0/0,0/0,0/0,0
369,2021010093,8477968,17,58:51,,35/36,35/37,0/0,2
370,2021010094,8479496,18,20:00,,9/11,11/13,2/2,2
371,2021010094,8477424,18,39:48,,16/17,23/24,7/7,1
372,2021010094,8475883,12,58:07,,12/15,13/17,0/1,4
373,2021010094,8479312,12,,,0/0,0/0,0/0,0
374,2021010095,8481519,13,,,0/0,0/0,0/0,0
375,2021010095,8475683,13,56:33,,19/21,25/29,6/8,4
376,2021010095,8470880,14,,,0/0,0/0,0/0,0
377,2021010095,8476883,14,59:57,,42/44,45/47,1/1,2
378,2021010096,8475852,10,,,0/0,0/0,0/0,0
379,2021010096,8475789,10,60:00,,16/17,18/19,2/2,1
380,2021010096,8476899,9,30:51,,10/12,13/16,2/3,3
381,2021010096,8476341,9,29:09,,12/13,14/15,2/2,1
382,2021010097,8480193,29,,,0/0,0/0,0/0,0
383,2021010097,8478007,29,61:18,,18/21,24/28,6/7,4
384,2021010097,8479193,5,,,0/0,0/0,0/0,0
385,2021010097,8477465,5,61:18,,19/22,26/29,6/6,3
386,2021010098,8477992,21,59:45,,14/14,18/20,2/4,2
387,2021010098,8475311,21,,,0/0,0/0,0/0,0
388,2021010098,8471418,25,19:26,,8/9,9/10,1/1,1
389,2021010098,8474651,25,40:00,,10/11,18/20,6/7,2
390,2021010099,8478009,2,60:51,,0/0,17/22,0/0,5
391,2021010099,8480382,3,61:46,,0/0,28/32,0/0,4
392,2021010100,8478499,28,59:57,,23/23,25/25,2/2,0
393,2021010100,8473503,28,,,0/0,0/0,0/0,0
394,2021010100,8476316,54,,,0/0,0/0,0/0,0
395,2021010100,8475215,54,60:00,,24/27,30/34,5/6,4
396,2021010101,8470594,16,60:00,,23/24,25/26,1/1,1
397,2021010101,8480947,16,,,0/0,0/0,0/0,0
398,2021010101,8478039,30,60:00,,29/31,32/37,3/5,5
399,2021010101,8477202,30,,,0/0,0/0,0/0,0
400,2021010102,8477967,23,56:17,,11/12,15/18,3/4,3
401,2021010102,8470860,23,,,0/0,0/0,0/0,0
402,2021010102,8475156,22,20:00,,10/10,11/11,1/1,0
403,2021010102,8479973,22,40:00,,13/15,15/17,2/2,2
404,2021010103,8471734,26,64:58,,19/21,25/28,6/7,3
405,2021010103,8477361,26,,,0/0,0/0,0/0,0
406,2021010103,8476434,24,64:51,,26/28,29/32,3/4,3
407,2021010103,8476932,24,,,0/0,0/0,0/0,0
408,2021010104,8479979,25,60:00,,0/0,14/17,0/0,3
409,2021010104,8480373,53,57:30,,0/0,28/33,0/0,5
410,2021020001,8476883,14,57:54,0.0,29/32,29/32,0/0,3
411,2021020001,8477465,5,60:00,0.0,25/27,26/28,1/1,2
412,2021020002,8475215,54,59:44,0.0,25/28,28/31,3/3,3
413,2021020002,8475831,55,58:39,0.0,18/22,26/30,7/7,4
414,2021020003,8475789,10,60:00,0.0,24/25,31/32,6/6,1
415,2021020003,8474596,8,58:43,0.0,23/24,28/30,5/6,2
416,2021020004,8477970,15,60:00,0.0,15/15,23/24,8/9,1
417,2021020004,8480382,3,59:34,0.0,16/17,22/27,6/9,5
418,2021020005,8475311,21,60:00,0.0,25/26,32/34,3/4,2
419,2021020005,8470594,16,56:34,0.0,25/29,32/36,6/6,4
420,2021020006,8469608,22,65:00,0.0,27/28,36/38,9/10,2
421,2021020006,8477967,23,65:00,0.0,27/28,32/34,3/4,2
422,2021020007,8467950,7,59:57,0.0,21/22,30/31,8/8,1
423,2021020007,8478470,8,60:00,0.0,20/22,31/36,10/13,5
424,2021020008,8476341,9,60:00,0.0,35/35,46/48,11/13,2
425,2021020008,8475852,10,40:00,0.0,20/22,23/26,3/4,3
426,2021020008,8475789,10,19:27,0.0,9/9,10/10,1/1,0
427,2021020009,8477968,17,62:43,0.0,29/33,41/48,7/10,7
428,2021020009,8476883,14,62:07,0.0,14/19,20/26,5/6,6
429,2021020010,8475683,13,61:19,2.0,24/26,43/47,18/20,4
430,2021020010,8479193,5,61:25,0.0,28/33,34/39,4/4,5
431,2021020011,8478048,3,61:38,0.0,19/21,23/26,3/4,3
432,2021020011,8471418,25,13:31,0.0,1/1,6/6,5/5,0
433,2021020011,8474651,25,48:07,0.0,23/25,25/27,2/2,2
434,2021020012,8475883,12,60:00,0.0,23/26,25/28,0/0,3
435,2021020012,8478009,2,57:58,0.0,27/31,35/40,6/7,5
436,2021020013,8478007,29,60:00,0.0,31/32,36/38,4/5,2
437,2021020013,8475622,53,59:41,0.0,17/23,18/26,0/2,8
438,2021020014,8477424,18,59:06,0.0,21/22,22/25,1/3,3
439,2021020014,8475831,55,59:59,0.0,21/23,27/30,6/7,3
440,2021020015,8476434,24,60:00,4.0,20/21,33/34,12/12,1
