game_id,team_id,time_on_ice,pim,shots,saves,power_play_saves,short_handed_saves,goals_against,save_percentage
2008020693,24,875,0.0,7,5,0,0,2,71.42857143
2008020693,24,2646,0.0,7,7,0,1,0,100.0
2008020693,2,3600,0.0,40,39,11,0,1,97.5
2008020694,11,3519,0.0,32,28,3,2,4,87.5
2008020694,4,3596,0.0,31,28,5,2,3,90.32258065
2008020695,6,3892,0.0,34,31,7,1,3,91.17647059
2008020695,10,3891,0.0,30,27,3,0,3,90.0
2008020696,7,3504,0.0,26,21,2,0,5,80.76923077
2008020696,14,3599,0.0,34,31,9,1,3,91.17647059
2008020697,25,3596,0.0,28,27,1,0,1,96.42857143
2008020697,13,3499,0.0,24,21,2,0,3,87.5
2008020698,19,3600,0.0,21,21,5,0,0,100.0
2008020698,16,3501,0.0,29,27,8,0,2,93.10344828
2008020699,26,3600,0.0,41,36,8,1,5,87.80487805
2008020699,21,2043,0.0,13,11,0,0,2,84.61538462
2008020699,21,1501,0.0,15,11,0,0,4,73.33333333
2008020700,29,3894,0.0,31,27,7,3,4,87.09677419
2008020700,20,3888,0.0,33,29,6,2,4,87.87878788
2008020701,15,3715,0.0,28,25,6,1,3,89.28571429
2008020701,6,3712,0.0,36,34,14,2,2,94.44444444
2008020702,12,3571,0.0,31,28,6,2,3,90.32258065
2008020702,3,3600,0.0,35,33,8,0,2,94.28571429
2008020703,17,3781,0.0,23,20,2,0,3,86.95652174
2008020703,29,3806,0.0,23,21,0,0,2,91.30434783
2008020704,1,3600,0.0,22,21,5,2,1,95.45454545
2008020704,9,3595,0.0,27,23,7,2,4,85.18518519
2008020705,8,3579,0.0,24,19,5,0,5,79.16666667
2008020705,14,3585,0.0,34,31,7,4,3,91.17647059
2008020706,4,3493,0.0,27,24,10,0,3,88.88888889
2008020706,13,3600,0.0,35,33,6,2,2,94.28571429
2008020707,10,3600,0.0,21,15,1,0,6,71.42857143
2008020707,30,3600,0.0,28,27,0,3,1,96.42857143
2008020708,11,3544,0.0,33,31,6,1,2,93.93939394
2008020708,25,3598,0.0,25,25,3,2,0,100.0
2008020709,28,3600,0.0,31,31,3,1,0,100.0
2008020709,21,3577,0.0,37,35,3,0,2,94.59459459
2008020710,7,3567,0.0,38,36,14,1,2,94.73684211
2008020710,22,617,0.0,8,5,0,0,3,62.5
2008020710,22,2970,0.0,29,22,5,0,7,75.86206897
2008020711,24,3600,0.0,26,23,5,0,3,88.46153846
2008020711,27,3600,0.0,37,30,1,2,7,81.08108108
2008020712,3,3600,0.0,33,27,7,0,6,81.81818182
2008020712,5,3600,0.0,34,32,8,0,2,94.11764706
2008020713,7,3590,0.0,43,38,6,0,5,88.37209302
2008020713,20,3594,0.0,27,25,4,0,2,92.59259259
2008020714,16,3584,0.0,38,36,4,2,2,94.73684211
2008020714,24,3491,0.0,27,24,3,0,3,88.88888889
2008020715,18,3594,0.0,27,24,6,0,3,88.88888889
2008020715,23,3531,0.0,37,33,7,1,4,89.18918919
2008020716,1,3669,0.0,27,24,6,0,3,88.88888889
2008020716,6,3666,0.0,30,26,2,3,4,86.66666667
2008020717,14,3534,0.0,31,28,5,3,3,90.32258065
2008020717,12,3584,0.0,29,27,3,1,2,93.10344828
2008020718,2,3600,0.0,37,33,5,0,4,89.18918919
2008020718,11,2702,0.0,18,17,3,1,1,94.44444444
2008020718,11,797,0.0,15,11,0,0,4,73.33333333
2008020719,8,3595,0.0,36,31,3,0,5,86.11111111
2008020719,13,3588,0.0,36,35,6,0,1,97.22222222
2008020720,25,3567,0.0,24,22,5,1,2,91.66666667
2008020720,17,1200,0.0,12,9,2,0,3,75.0
2008020720,17,2318,0.0,11,10,2,0,1,90.90909091
2008020721,9,3585,0.0,23,22,0,3,1,95.65217391
2008020721,19,3561,0.0,29,27,6,2,2,93.10344828
2008020722,10,3600,0.0,20,16,2,0,4,80.0
2008020722,21,3600,0.0,30,23,6,0,7,76.66666667
2008020723,16,3558,0.0,25,21,1,0,4,84.0
2008020723,26,3598,0.0,33,31,3,0,2,93.93939394
2008020724,27,3507,0.0,28,27,4,1,1,96.42857143
2008020724,28,3600,2.0,24,24,9,2,0,100.0
2008020725,5,3840,0.0,43,39,9,0,4,90.69767442
2008020725,1,3833,0.0,16,13,2,0,3,81.25
2008020726,9,3529,0.0,26,25,4,2,1,96.15384615
2008020726,29,3580,0.0,17,17,9,0,0,100.0
2008020727,4,3600,0.0,42,41,20,3,1,97.61904762
2008020727,14,3181,0.0,30,24,1,4,6,80.0
2008020727,14,412,0.0,2,2,0,0,0,100.0
2008020728,18,3433,0.0,32,29,8,3,3,90.625
2008020728,20,3594,0.0,29,28,7,0,1,96.55172414
2008020729,30,2140,0.0,17,17,2,0,0,100.0
2008020729,30,1371,0.0,11,8,3,1,3,72.72727273
2008020729,22,3596,0.0,30,29,7,0,1,96.66666667
2008020730,17,3525,0.0,27,23,2,1,4,85.18518519
2008020730,15,3600,0.0,29,27,6,0,2,93.10344828
2008020731,3,3551,0.0,27,26,0,0,1,96.2962963
2008020731,6,3598,0.0,35,35,2,0,0,100.0
2008020732,26,3575,0.0,26,22,5,0,4,84.61538462
2008020732,8,3600,0.0,32,29,5,2,3,90.625
2008020733,24,3569,0.0,37,34,7,0,3,91.89189189
2008020733,21,3540,0.0,31,27,4,1,4,87.09677419
2008020734,5,3561,0.0,26,21,6,0,5,80.76923077
2008020734,10,3600,0.0,26,22,4,2,4,84.61538462
2008020735,13,3335,0.0,30,27,5,3,3,90.0
2008020735,2,3595,0.0,38,37,7,1,1,97.36842105
2008020736,25,3600,0.0,38,35,6,1,3,92.10526316
2008020736,29,2952,0.0,23,19,3,0,4,82.60869565
2008020736,29,643,0.0,8,5,0,0,3,62.5
2008020737,11,3600,0.0,40,38,3,2,2,95.0
2008020737,12,3597,0.0,19,19,5,3,0,100.0
2008020738,4,3569,0.0,35,31,7,4,4,88.57142857
2008020738,19,3595,0.0,36,36,10,3,0,100.0
2008020739,7,3566,0.0,28,28,8,2,0,100.0
2008020739,27,3468,0.0,21,19,1,0,2,90.47619048
2008020740,30,3712,0.0,40,37,13,1,3,92.5
2008020740,23,3645,0.0,27,23,8,1,4,85.18518519
2008020741,16,3592,0.0,34,32,11,0,2,94.11764706
2008020741,28,3498,2.0,29,25,1,1,4,86.20689655
2008020742,9,1335,0.0,16,12,1,0,4,75.0
2008020742,9,2177,0.0,13,11,3,0,2,84.61538462
2008020742,15,3596,0.0,38,34,4,2,4,89.47368421
2008020743,6,3596,0.0,28,27,6,1,1,96.42857143
2008020743,8,3576,0.0,22,20,4,0,2,90.90909091
2008020744,18,3600,2.0,33,32,1,0,1,96.96969697
2008020744,22,3495,0.0,29,27,4,3,2,93.10344828
2008020745,19,2019,0.0,13,13,0,0,0,100.0
2008020745,19,1873,0.0,8,5,2,1,3,62.5
2008020745,17,3900,0.0,33,30,10,0,3,90.90909091
2008020746,20,3539,0.0,42,38,6,0,4,90.47619048
2008020746,21,3600,0.0,39,36,3,1,3,92.30769231
2008020747,7,3539,0.0,37,34,4,2,3,91.89189189
2008020747,24,3597,0.0,23,21,3,0,2,91.30434783
2008020748,15,3600,0.0,34,32,6,2,2,94.11764706
2008020748,1,3565,0.0,25,21,1,0,4,84.0
2008020749,14,1789,0.0,16,13,3,0,3,81.25
2008020749,14,1706,0.0,11,11,2,1,0,100.0
2008020749,2,3593,0.0,30,29,8,0,1,96.66666667
2008020750,11,3900,0.0,40,39,3,1,1,97.5
2008020750,3,3854,0.0,22,21,4,0,1,95.45454545
2008020751,19,3600,0.0,35,33,6,1,2,94.28571429
2008020751,29,3563,0.0,21,18,7,0,3,85.71428571
2008020752,13,3769,0.0,34,31,4,0,3,91.17647059
2008020752,10,3801,0.0,31,27,0,1,4,87.09677419
2008020753,5,3530,0.0,35,31,5,0,4,88.57142857
2008020753,8,3600,0.0,25,23,6,0,2,92.0
2008020754,26,3600,0.0,29,29,5,0,0,100.0
2008020754,9,3523,0.0,26,25,6,2,1,96.15384615
2008020755,27,3514,0.0,24,22,3,1,2,91.66666667
2008020755,18,3594,0.0,30,29,5,2,1,96.66666667
2008020756,20,3483,0.0,32,29,7,1,3,90.625
2008020756,25,3600,0.0,25,24,4,2,1,96.0
2008020757,16,3600,0.0,21,20,3,0,1,95.23809524
2008020757,22,3452,0.0,41,38,5,0,3,92.68292683
2008020758,12,3544,0.0,24,20,4,0,4,83.33333333
2008020758,23,3586,0.0,27,24,4,0,3,88.88888889
2008020759,6,3572,0.0,26,25,4,0,1,96.15384615
2008020759,4,3532,0.0,33,30,8,0,3,90.90909091
2008020760,10,3592,0.0,32,27,9,0,5,84.375
2008020760,7,3600,0.0,16,16,2,0,0,100.0
2008020761,14,3874,0.0,35,31,11,1,4,88.57142857
2008020761,5,3868,0.0,24,21,4,1,3,87.5
2008020762,27,3600,0.0,33,28,5,1,5,84.84848485
2008020762,17,3597,0.0,27,23,3,0,4,85.18518519
2008020763,24,3592,0.0,24,22,3,1,2,91.66666667
2008020763,30,3600,0.0,34,34,5,1,0,100.0
2008020764,26,3589,0.0,45,41,2,0,4,91.11111111
2008020764,15,3500,0.0,35,30,4,4,5,85.71428571
2008020765,6,3878,0.0,22,19,1,0,3,86.36363636
2008020765,9,3900,0.0,30,27,5,0,3,90.0
2008020766,2,3518,0.0,29,26,4,0,3,89.65517241
2008020766,13,3600,0.0,22,20,3,0,2,90.90909091
2008020767,24,3533,0.0,33,30,1,0,3,90.90909091
2008020767,18,3600,0.0,30,28,1,1,2,93.33333333
2008020768,22,3900,0.0,34,33,3,0,1,97.05882353
2008020768,19,3898,0.0,23,22,6,0,1,95.65217391
2008020769,25,3505,0.0,21,18,0,2,3,85.71428571
2008020769,21,3600,0.0,24,22,2,0,2,91.66666667
2008020770,16,3600,0.0,31,29,9,4,2,93.5483871
2008020770,20,3537,0.0,32,28,3,2,4,87.5
2008020771,12,3900,0.0,40,37,7,0,3,92.5
2008020771,28,3900,0.0,29,26,6,0,3,89.65517241
2008020772,8,3575,0.0,22,19,1,0,3,86.36363636
2008020772,7,3575,0.0,37,35,4,3,2,94.59459459
2008020773,29,3570,0.0,24,21,0,1,3,87.5
2008020773,5,3600,0.0,34,33,10,0,1,97.05882353
2008020774,1,3591,0.0,32,31,3,2,1,96.875
2008020774,11,1886,0.0,7,7,2,0,0,100.0
2008020774,11,1683,0.0,24,19,6,2,5,79.16666667
2008020775,18,3600,0.0,22,22,2,0,0,100.0
2008020775,30,3535,0.0,26,24,8,1,2,92.30769231
2008020776,3,3600,0.0,39,29,8,0,10,74.35897436
2008020776,25,3579,0.0,22,20,1,2,2,90.90909091
2008020777,4,2580,2.0,22,22,2,0,0,100.0
2008020777,4,1197,0.0,15,12,2,0,3,80.0
2008020777,6,3780,0.0,30,26,1,1,4,86.66666667
2008020778,22,1200,2.0,16,11,5,0,5,68.75
2008020778,22,2400,0.0,19,16,5,0,3,84.21052632
2008020778,17,3600,0.0,26,23,2,1,3,88.46153846
2008020779,24,3600,0.0,27,26,4,0,1,96.2962963
2008020779,20,3552,0.0,25,23,8,1,2,92.0
2008020780,10,3600,0.0,33,31,13,0,2,93.93939394
2008020780,8,3596,0.0,41,36,6,2,5,87.80487805
2008020781,7,3900,0.0,42,40,3,0,2,95.23809524
2008020781,9,3847,0.0,30,28,1,0,2,93.33333333
2008020782,26,3592,0.0,26,25,4,2,1,96.15384615
2008020782,1,3521,0.0,32,29,7,0,3,90.625
2008020783,13,3508,0.0,38,36,6,1,2,94.73684211
2008020783,15,3600,0.0,21,20,5,0,1,95.23809524
2008020784,28,3693,0.0,20,17,0,1,3,85.0
2008020784,29,3693,0.0,30,28,6,0,2,93.33333333
2008020785,2,3579,0.0,28,27,8,1,1,96.42857143
2008020785,14,3599,0.0,28,28,8,2,0,100.0
2008020786,21,3600,0.0,23,19,4,0,4,82.60869565
2008020786,19,3600,0.0,24,23,5,0,1,95.83333333
2008020787,12,3590,0.0,32,30,12,0,2,93.75
2008020787,27,2400,0.0,28,24,4,1,4,85.71428571
2008020787,27,1200,0.0,13,10,0,0,3,76.92307692
2008020788,16,2398,2.0,17,13,3,0,4,76.47058824
2008020788,16,1196,0.0,9,6,5,0,3,66.66666667
2008020788,23,3600,0.0,39,36,5,2,3,92.30769231
2008020789,17,3591,0.0,25,25,5,0,0,100.0
2008020789,5,3600,0.0,29,26,5,0,3,89.65517241
2008020790,4,3597,0.0,31,29,2,2,2,93.5483871
2008020790,11,3497,0.0,23,20,0,4,3,86.95652174
2008020791,22,3886,0.0,39,37,4,0,2,94.87179487
2008020791,30,3900,0.0,30,28,4,0,2,93.33333333
2008020792,18,3583,2.0,21,18,4,2,3,85.71428571
2008020792,25,3600,0.0,26,25,6,0,1,96.15384615
2008020793,3,3511,0.0,30,28,5,1,2,93.33333333
2008020793,1,3597,0.0,27,27,5,0,0,100.0
2008020794,8,3600,0.0,41,35,3,0,6,85.36585366
2008020794,20,3600,0.0,24,22,5,0,2,91.66666667
2008020795,28,3600,0.0,30,28,8,0,2,93.33333333
2008020795,6,3542,0.0,30,26,0,1,4,86.66666667
2008020796,26,3900,0.0,25,22,3,0,3,88.0
2008020796,2,3900,0.0,39,36,7,1,3,92.30769231
2008020797,21,3600,0.0,30,27,1,1,3,90.0
2008020797,29,3574,0.0,31,31,3,2,0,100.0
2008020798,11,3599,0.0,41,40,10,3,1,97.56097561
2008020798,14,3551,0.0,23,21,5,2,2,91.30434783
2008020799,10,3668,0.0,38,33,9,1,5,86.84210526
2008020799,13,3665,0.0,39,35,5,0,4,89.74358974
2008020800,17,3590,0.0,21,18,3,3,3,85.71428571
2008020800,18,3561,0.0,50,46,14,1,4,92.0
2008020801,23,3600,0.0,28,24,2,2,4,85.71428571
2008020801,19,3529,0.0,29,24,4,0,5,82.75862069
2008020802,2,3586,0.0,49,46,8,0,3,93.87755102
2008020802,1,3600,0.0,25,23,4,1,2,92.0
2008020803,15,3900,0.0,32,28,6,1,4,87.5
2008020803,3,3877,0.0,30,26,0,1,4,86.66666667
2008020804,16,3600,0.0,37,36,3,0,1,97.2972973
2008020804,11,3527,0.0,27,25,3,0,2,92.59259259
2008020805,9,3600,0.0,32,31,22,2,1,96.875
2008020805,7,3516,0.0,23,20,4,2,3,86.95652174
2008020806,28,3900,0.0,36,35,6,1,1,97.22222222
2008020806,5,3892,0.0,37,36,2,2,1,97.2972973
2008020807,21,3544,0.0,26,23,5,1,3,88.46153846
2008020807,30,3569,4.0,22,20,5,1,2,90.90909091
2008020808,27,3600,0.0,33,33,3,0,0,100.0
2008020808,25,3541,0.0,29,28,4,0,1,96.55172414
2008020809,8,3600,0.0,27,20,3,0,7,74.07407407
2008020809,22,3600,0.0,38,36,12,1,2,94.73684211
2008020810,20,3655,0.0,40,37,8,1,3,92.5
2008020810,24,3654,0.0,23,21,7,0,2,91.30434783
2008020811,9,3600,0.0,36,34,5,1,2,94.44444444
2008020811,4,3600,0.0,23,18,1,1,5,78.26086957
2008020812,13,3581,0.0,42,42,14,0,0,100.0
2008020812,12,1830,0.0,10,9,3,0,1,90.0
2008020812,12,1770,0.0,13,9,0,0,4,69.23076923
2008020813,10,2480,0.0,19,17,2,0,2,89.47368421
2008020813,10,1003,0.0,12,8,2,0,4,66.66666667
2008020813,14,3600,0.0,25,21,0,1,4,84.0
2008020814,30,3600,0.0,43,39,9,0,4,90.69767442
2008020814,17,3600,0.0,23,21,4,1,2,91.30434783
2008020815,19,3900,0.0,34,31,8,0,3,91.17647059
2008020815,18,3821,0.0,27,24,3,0,3,88.88888889
2008020816,23,3600,0.0,28,25,2,1,3,89.28571429
2008020816,27,3526,0.0,32,28,6,0,4,87.5
2008020817,20,3595,0.0,36,36,6,0,0,100.0
2008020817,26,3553,0.0,19,18,2,0,1,94.73684211
2008020818,6,3553,0.0,18,17,1,1,1,94.44444444
2008020818,1,3600,0.0,31,31,2,3,0,100.0
2008020819,17,3535,0.0,25,22,4,2,3,88.0
2008020819,29,3600,0.0,34,32,4,0,2,94.11764706
2008020820,28,3888,0.0,35,30,5,1,5,85.71428571
2008020820,7,3818,0.0,35,30,3,3,5,85.71428571
2008020821,3,3900,0.0,43,42,7,0,1,97.6744186
2008020821,13,3900,0.0,35,34,2,0,1,97.14285714
2008020822,16,3455,0.0,23,22,7,0,1,95.65217391
2008020822,19,3600,0.0,22,22,6,2,0,100.0
2008020823,23,3511,0.0,30,28,4,1,2,93.33333333
2008020823,25,3600,0.0,33,32,7,1,1,96.96969697
2008020824,8,3600,0.0,48,46,9,0,2,95.83333333
2008020824,21,3551,0.0,22,19,2,0,3,86.36363636
2008020825,2,3587,0.0,34,29,1,0,5,85.29411765
2008020825,4,3586,0.0,39,38,5,1,1,97.43589744
2008020826,22,3900,0.0,41,39,9,0,2,95.12195122
2008020826,26,3775,0.0,21,19,9,0,2,90.47619048
2008020827,5,3600,0.0,41,35,4,2,6,85.36585366
2008020827,10,3597,0.0,27,25,6,0,2,92.59259259
2008020828,29,3596,0.0,27,26,3,1,1,96.2962963
2008020828,12,3593,0.0,19,15,3,1,4,78.94736842
2008020829,15,3592,0.0,32,31,6,2,1,96.875
2008020829,14,2400,0.0,20,18,3,1,2,90.0
2008020829,14,1200,0.0,12,9,0,0,3,75.0
2008020830,6,3877,0.0,31,29,8,0,2,93.5483871
2008020830,18,3889,0.0,25,23,3,2,2,92.0
2008020831,9,793,0.0,12,9,1,0,3,75.0
2008020831,9,2775,0.0,17,17,2,0,0,100.0
2008020831,30,1149,0.0,2,1,0,1,1,50.0
2008020831,30,2400,0.0,19,16,0,0,3,84.21052632
2008020832,25,1200,0.0,9,6,0,0,3,66.66666667
2008020832,25,2392,0.0,27,24,7,0,3,88.88888889
2008020832,16,3600,0.0,18,16,2,0,2,88.88888889
2008020833,20,3600,0.0,37,32,6,0,5,86.48648649
2008020833,27,3555,0.0,45,38,0,1,7,84.44444444
2008020834,28,3519,0.0,29,23,12,0,6,79.31034483
2008020834,1,3596,0.0,32,27,6,0,5,84.375
2008020835,4,3597,0.0,37,35,7,1,2,94.59459459
2008020835,3,1677,0.0,14,10,1,1,4,71.42857143
2008020835,3,1923,0.0,6,5,0,1,1,83.33333333
2008020836,15,3600,0.0,31,29,8,0,2,93.5483871
2008020836,13,3533,0.0,32,29,1,2,3,90.625
2008020837,21,3900,0.0,45,40,6,0,5,88.88888889
2008020837,17,3894,0.0,28,23,0,1,5,82.14285714
2008020838,12,3525,0.0,36,36,7,0,0,100.0
2008020838,7,1200,0.0,18,16,8,0,2,88.88888889
2008020838,7,2400,0.0,29,28,5,1,1,96.55172414
2008020839,11,3599,0.0,35,31,7,3,4,88.57142857
2008020839,24,1660,0.0,25,20,4,1,5,80.0
2008020839,24,1874,0.0,17,15,4,0,2,88.23529412
2008020840,8,3051,0.0,33,29,6,0,4,87.87878788
2008020840,8,481,0.0,1,1,0,0,0,100.0
2008020840,23,3598,0.0,27,25,0,2,2,92.59259259
2008020841,5,3900,0.0,30,28,0,1,2,93.33333333
2008020841,2,3900,0.0,37,35,5,2,2,94.59459459
2008020842,25,3900,2.0,43,41,8,0,2,95.34883721
2008020842,29,3900,0.0,22,20,3,1,2,90.90909091
2008020843,3,3536,0.0,33,31,6,0,2,93.93939394
2008020843,19,3600,0.0,20,19,4,1,1,95.0
2008020844,9,3600,0.0,24,24,4,2,0,100.0
2008020844,18,3530,0.0,24,22,2,3,2,91.66666667
2008020845,22,3600,0.0,29,28,10,0,1,96.55172414
2008020845,27,3523,0.0,28,26,3,0,2,92.85714286
2008020846,11,3890,0.0,45,39,11,1,6,86.66666667
2008020846,26,461,0.0,7,4,1,0,3,57.14285714
2008020846,26,3336,0.0,20,17,1,4,3,85.0
2008020847,6,3600,0.0,32,31,1,1,1,96.875
2008020847,12,3543,0.0,33,29,7,0,4,87.87878788
2008020848,7,3600,0.0,28,27,5,0,1,96.42857143
2008020848,10,3598,0.0,30,26,5,0,4,86.66666667
2008020849,16,3586,0.0,23,20,7,0,3,86.95652174
2008020849,14,3516,0.0,49,44,10,3,5,89.79591837
2008020850,1,3535,0.0,28,24,6,1,4,85.71428571
2008020850,13,3600,0.0,36,36,10,0,0,100.0
2008020851,9,3680,0.0,27,24,4,0,3,88.88888889
2008020851,21,3680,0.0,22,20,2,1,2,90.90909091
2008020852,23,3876,0.0,41,38,5,0,3,92.68292683
2008020852,20,3900,0.0,43,40,12,1,3,93.02325581
2008020853,22,3493,0.0,31,27,9,0,4,87.09677419
2008020853,28,3600,0.0,26,24,6,0,2,92.30769231
2008020854,2,3542,0.0,37,35,8,0,2,94.59459459
2008020854,3,3600,0.0,26,25,8,0,1,96.15384615
2008020855,19,2400,0.0,18,14,0,0,4,77.77777778
2008020855,19,1113,0.0,3,3,1,1,0,100.0
2008020855,29,3594,0.0,24,21,4,2,3,87.5
2008020856,8,3898,0.0,35,32,5,1,3,91.42857143
2008020856,15,3890,0.0,33,30,1,0,3,90.90909091
2008020857,18,3600,0.0,41,35,8,0,6,85.36585366
2008020857,17,3595,2.0,25,23,3,0,2,92.0
2008020858,26,3600,0.0,31,28,6,0,3,90.32258065
2008020858,24,3565,0.0,26,22,4,0,4,84.61538462
2008020859,12,3600,0.0,24,22,3,3,2,91.66666667
2008020859,2,3600,0.0,30,24,6,0,6,80.0
2008020860,7,3522,0.0,34,30,2,1,4,88.23529412
2008020860,4,3600,0.0,42,39,8,1,3,92.85714286
2008020861,8,3565,0.0,28,23,1,0,5,82.14285714
2008020861,5,3600,0.0,27,23,3,0,4,85.18518519
2008020862,29,3900,0.0,35,32,6,1,3,91.42857143
2008020862,10,3883,0.0,34,31,4,1,3,91.17647059
2008020863,23,3600,0.0,27,25,8,0,2,92.59259259
2008020863,9,3494,0.0,23,19,2,1,4,82.60869565
2008020864,1,3900,0.0,41,39,3,1,2,95.12195122
2008020864,14,3899,0.0,40,38,3,0,2,95.0
2008020865,16,3600,0.0,31,31,2,0,0,100.0
2008020865,13,3587,0.0,41,38,9,0,3,92.68292683
2008020866,19,3772,0.0,29,28,5,0,1,96.55172414
2008020866,18,3772,0.0,36,34,8,1,2,94.44444444
2008020867,20,3810,0.0,27,25,0,1,2,92.59259259
2008020867,30,3830,0.0,22,19,1,0,3,86.36363636
2008020868,22,3410,2.0,25,21,6,1,4,84.0
2008020868,25,3594,0.0,23,21,3,2,2,91.30434783
2008020869,11,3868,0.0,40,37,7,0,3,92.5
2008020869,27,3900,0.0,22,19,0,2,3,86.36363636
2008020870,26,3513,2.0,40,36,4,2,4,90.0
2008020870,28,3600,0.0,32,30,3,0,2,93.75
2008020871,21,3600,0.0,29,28,5,2,1,96.55172414
2008020871,15,3600,0.0,25,21,4,1,4,84.0
2008020872,14,3600,0.0,41,37,9,0,4,90.24390244
2008020872,12,3572,0.0,13,12,1,1,1,92.30769231
2008020873,24,3553,0.0,34,29,6,0,5,85.29411765
2008020873,17,3593,0.0,26,24,6,0,2,92.30769231
2008020874,5,3600,0.0,27,23,3,0,4,85.18518519
2008020874,4,3532,0.0,27,22,4,0,5,81.48148148
2008020875,9,1405,0.0,17,14,0,0,3,82.35294118
2008020875,9,2105,0.0,15,13,4,0,2,86.66666667
2008020875,8,3585,0.0,47,44,13,2,3,93.61702128
2008020876,16,3594,0.0,31,30,7,0,1,96.77419355
2008020876,25,3527,0.0,36,33,4,0,3,91.66666667
2008020877,27,3598,0.0,33,30,5,3,3,90.90909091
2008020877,26,3558,0.0,28,23,4,2,5,82.14285714
2008020878,11,3525,0.0,31,28,2,0,3,90.32258065
2008020878,28,3600,0.0,23,22,5,1,1,95.65217391
2008020879,3,3537,0.0,33,29,2,1,4,87.87878788
2008020879,7,2511,0.0,20,20,3,1,0,100.0
2008020879,7,1086,0.0,13,11,0,0,2,84.61538462
2008020880,23,3900,0.0,38,36,3,3,2,94.73684211
2008020880,10,3900,0.0,37,35,8,3,2,94.59459459
2008020881,1,3596,0.0,38,34,2,0,4,89.47368421
2008020881,2,3600,0.0,40,40,4,2,0,100.0
2008020882,6,3542,0.0,29,27,5,1,2,93.10344828
2008020882,13,3599,0.0,41,41,8,0,0,100.0
2008020883,24,3600,0.0,28,26,13,0,2,92.85714286
2008020883,29,3600,0.0,13,8,0,1,5,61.53846154
2008020884,17,3516,0.0,28,24,4,1,4,85.71428571
2008020884,30,3577,0.0,37,35,6,1,2,94.59459459
2008020885,18,3756,0.0,30,30,1,0,0,100.0
2008020885,19,3748,0.0,22,21,1,0,1,95.45454545
2008020886,20,3899,0.0,28,26,7,2,2,92.85714286
2008020886,22,3899,0.0,32,30,6,2,2,93.75
2008020887,5,1991,0.0,20,15,3,5,5,75.0
2008020887,5,1599,0.0,14,14,0,0,0,100.0
2008020887,15,3600,0.0,33,31,9,1,2,93.93939394
2008020888,21,3528,0.0,38,34,10,1,4,89.47368421
2008020888,12,3589,0.0,19,17,2,1,2,89.47368421
2008020889,6,3528,0.0,18,14,6,0,4,77.77777778
2008020889,14,3600,0.0,43,40,8,3,3,93.02325581
2008020890,10,3780,0.0,41,39,8,3,2,95.12195122
2008020890,3,3735,0.0,26,23,5,1,3,88.46153846
2008020891,30,3600,0.0,45,44,11,0,1,97.77777778
2008020891,16,3500,0.0,24,22,9,0,2,91.66666667
2008020892,28,3600,0.0,29,29,7,0,0,100.0
2008020892,25,3523,2.0,24,23,3,1,1,95.83333333
2008020893,13,3600,0.0,39,33,2,0,6,84.61538462
2008020893,6,3600,0.0,25,24,0,0,1,96.0
2008020894,24,3600,0.0,36,34,4,1,2,94.44444444
2008020894,7,3543,0.0,22,19,5,0,3,86.36363636
2008020895,4,3600,0.0,35,33,13,4,2,94.28571429
2008020895,15,3600,2.0,37,33,14,2,4,89.18918919
2008020896,21,3492,0.0,26,22,3,1,4,84.61538462
2008020896,11,3600,0.0,33,30,4,4,3,90.90909091
2008020897,23,3492,0.0,16,14,9,0,2,87.5
2008020897,8,3600,0.0,34,34,9,1,0,100.0
2008020898,12,2302,0.0,13,12,0,1,1,92.30769231
2008020898,12,1200,0.0,9,6,1,0,3,66.66666667
2008020898,9,3589,0.0,43,41,8,2,2,95.34883721
2008020899,16,3449,2.0,29,24,5,1,5,82.75862069
2008020899,18,3532,0.0,32,29,0,3,3,90.625
2008020900,26,3900,0.0,24,23,7,2,1,95.83333333
2008020900,30,3900,0.0,25,24,3,0,1,96.0
2008020901,27,3556,0.0,24,22,0,3,2,91.66666667
2008020901,19,3600,0.0,25,24,6,0,1,96.0
2008020902,29,3567,0.0,27,24,0,3,3,88.88888889
2008020902,20,3587,0.0,29,28,5,0,1,96.55172414
2008020903,14,3519,0.0,44,40,13,1,4,90.90909091
2008020903,22,3595,0.0,29,26,3,0,3,89.65517241
2008020904,26,3520,0.0,19,18,4,0,1,94.73684211
2008020904,4,3600,0.0,34,34,12,1,0,100.0
2008020905,3,3900,0.0,24,23,4,0,1,95.83333333
2008020905,10,3895,0.0,32,31,1,0,1,96.875
2008020906,2,3522,0.0,28,27,9,1,1,96.42857143
2008020906,5,3584,0.0,21,21,0,0,0,100.0
2008020907,28,3577,0.0,33,29,9,1,4,87.87878788
2008020907,17,3591,0.0,35,34,13,1,1,97.14285714
2008020908,24,1417,0.0,8,5,0,0,3,62.5
2008020908,24,2177,0.0,19,16,1,0,3,84.21052632
2008020908,6,3600,0.0,35,35,4,0,0,100.0
2008020909,21,3596,2.0,32,28,1,2,4,87.5
2008020909,1,3600,0.0,24,24,6,1,0,100.0
2008020910,10,3900,0.0,44,40,11,5,4,90.90909091
2008020910,2,3900,0.0,33,29,5,3,4,87.87878788
2008020911,13,3600,0.0,41,40,7,1,1,97.56097561
2008020911,3,3521,0.0,22,20,5,1,2,90.90909091
2008020912,11,3513,0.0,40,36,12,2,4,90.0
2008020912,15,3589,0.0,24,21,7,2,3,87.5
